PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Descamps, S; Tarroux, A; Lorentsen, SH; Love, OP; Varpe, O; Yoccoz, NG				Descamps, Sebastien; Tarroux, Arnaud; Lorentsen, Svein-Hakon; Love, Oliver P.; Varpe, Oystein; Yoccoz, Nigel G.			Large-scale oceanographic fluctuations drive Antarctic petrel survival and reproduction	ECOGRAPHY												Polar Regions are experiencing environmental changes at unprecedented rates. These changes can spread throughout entire food webs from lower trophic levels to apex predators. As many top predators forage over large areas, these indirect effects may be associated with large-scale patterns of climate variability. Using global climate indices that are known to impact the Southern Ocean ecosystem (the El Nino Southern Oscillation and Antarctic Oscillation Indices) we assessed their efficacy to predict variation in the demographic parameters of Antarctic seabirds. First, we used a long-term dataset on adult survival (estimated from capture-mark-recapture data) and reproduction of Antarctic petrel Thalassoica antarctica, from the largest known breeding colony (Svarthamaren, Dronning Maud Land) and examined whether large-scale oceanographic fluctuations impact survival and reproduction. Second, we conducted an exhaustive literature review to determine whether the effects of large-scale environmental variability on Antarctic seabirds have a coherent fingerprint across the Antarctic continent and nearby islands. We found that most of the variation in both reproductive success, timing of hatching, and survival of Antarctic petrels can be accurately modeled using the two modes of large-scale climate variability in Antarctica. The literature review, combined with the results from our field study, suggests that while the anticipated trends in the global patterns of climatic variability will generally have detrimental effects on populations of top predators in the Southwest Atlantic, these conclusions cannot be extrapolated to all seabird populations in Antarctica without additional data.				Varpe, Oystein/B-9693-2008; Tarroux, Arnaud/AAE-5173-2021; Yoccoz, Nigel/C-8561-2014	Varpe, Oystein/0000-0002-5895-6983; Tarroux, Arnaud/0000-0001-8306-6694; Yoccoz, Nigel/0000-0003-2192-1039												0906-7590	1600-0587				MAY	2016	39	5					496	505		10.1111/ecog.01659							WOS:000375601700010						
J	OSNES, KK; ELLINGSEN, TE; MOHR, V				OSNES, KK; ELLINGSEN, TE; MOHR, V			HYDROLYSIS OF PROTEINS BY PEPTIDE-HYDROLASES OF ANTARCTIC KRILL, EUPHAUSIA-SUPERBA	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY																													0305-0491						1986	83	4					801	805		10.1016/0305-0491(86)90150-1							WOS:A1986C212600017						
J	PARFENOVICH, SS				PARFENOVICH, SS			SOME FEATURES OF THE SPATIAL-DISTRIBUTION OF THE ANTARCTIC KRILL AGGREGATIONS	OKEANOLOGIYA																													0030-1574						1982	22	3					480	485									WOS:A1982NT38600022						
J	STRETCH, JJ; HAMNER, PP; HAMNER, WM; MICHEL, WC; COOK, J; SULLIVAN, CW				STRETCH, JJ; HAMNER, PP; HAMNER, WM; MICHEL, WC; COOK, J; SULLIVAN, CW			FORAGING BEHAVIOR OF ANTARCTIC KRILL EUPHAUSIA-SUPERBA ON SEA ICE MICROALGAE	MARINE ECOLOGY PROGRESS SERIES																													0171-8630					MAY	1988	44	2					131	139		10.3354/meps044131							WOS:A1988N166800003						
J	SAKASAI, N; HAYASHI, K; NAKAJIMA, G; SAITO, N; SHIBA, M				SAKASAI, N; HAYASHI, K; NAKAJIMA, G; SAITO, N; SHIBA, M			CONVENIENT ASSAY METHOD FOR PROTEASE OF ANTARCTIC KRILL USING PAPER DISKS	BULLETIN OF THE JAPANESE SOCIETY OF SCIENTIFIC FISHERIES																													0021-5392						1978	44	6					673	675									WOS:A1978FE89400017						
J	SPRONG, I; SCHALK, PH				SPRONG, I; SCHALK, PH			ACOUSTIC OBSERVATIONS ON KRILL SPRING-SUMMER MIGRATION AND PATCHINESS IN THE NORTHERN WEDDELL SEA	POLAR BIOLOGY					1988/89 EUROPEAN POLARSTERN STUDY ON THE ECOLOGY OF THE WEDDELL SEA ( EPOS )	MAY 21-24, 1991	BREMERHAVEN, GERMANY	EUROPEAN SCI FDN				Continuous acoustic observations with a 30 kHz and a 150 kHz echo-sounder were made from November 1988 to January 1989 on one repeatedly sampled transect, running along 49-degrees-W from the open waters of the Scotia Sea into the Weddell Sea pack-ice. Swarm signals occurring on the echorecords were mainly found in the upper 100 m of the watercolumn, in size varying vertically from 1 to 70 m, and horizontally from less than 5 to over 3,000 m. Catches with a RMT 1 + 8 indicated that the observed swarm signals were most probably caused by krill, Euphausia superba. From late November to early January the swarms migrated northwards away from the ice-edge and towards greater depths, while simultaneously growing in size. The average number of swarms observed per 10 nautical miles along the transects remained fairly constant throughout the cruise, but the average swarm-size and total aggregation size increased during the period studied. The echo-data give evidence of the spring-summer migration of major parts of the krill stock from under the ice-cover towards open waters.																	0722-4060					SEP	1992	12	2					261	268									WOS:A1992JN35500014						
J	Bjorndal, B; Vik, R; Brattelid, T; Vigerust, NF; Burri, L; Bohov, P; Nygard, O; Skorve, J; Berge, RK				Bjorndal, Bodil; Vik, Rita; Brattelid, Trond; Vigerust, Natalya Filipchuk; Burri, Lena; Bohov, Pavol; Nygard, Ottar; Skorve, Jon; Berge, Rolf K.			Krill powder increases liver lipid catabolism and reduces glucose mobilization in tumor necrosis factor-alpha transgenic mice fed a high-fat diet	METABOLISM-CLINICAL AND EXPERIMENTAL												A promising approach to ameliorate obesity and obesity-associated diseases is the identification of new sources of dietary ingredients. The present study investigated the hepatic regulation of energy metabolism after feeding a powder isolated from Antarctic krill (Euphausia superba) in a transgenic mouse model of chronic inflammation (human tumor necrosis factor-alpha (hTNF alpha) mice) known to display unfavorable effects on lipid metabolism. Male hTNF alpha mice were fed high-fat diets (23.6%, w/w) with or without krill powder (6.4% lipids, 4.3% protein, w/w) for 6 weeks. Blood, liver lipid, and fatty acid composition, as well as hepatic enzyme activities and gene expressions, were determined. Krill powder fed mice displayed lowered hepatic and plasma triacylglycerol levels compared to mice on a high-fat casein diet. This was accompanied by down-regulated hepatic expression of genes involved in lipogenesis and glycerolipid synthesis, and increased beta-oxidation activity. In addition, the krill powder diet lowered plasma levels of cholesterol, as well as hepatic gene expression of sterol regulatory element binding transcription factor 2 (SREBP2) and enzymes involved in cholesterol synthesis. Notably, genes involved in glycolysis and gluconeogenesis were significantly reduced in liver by the krill powder diet, while genes involved in oxidative phosphorylation and uncoupling were not affected. Krill powder also reduced endogenous TNF alpha in liver, indicating an anti-inflammatory effect. In a high-fat mouse model with disturbed lipid metabolism due to persistent hTNF alpha expression, krill powder showed significant effects on hepatic glucose- and lipid metabolism, resulting in an improved lipid status in liver and plasma. (C) 2012 Elsevier Inc. All rights reserved.				Bjorndal, Bodil/H-6143-2017	Bjorndal, Bodil/0000-0001-9718-5117												0026-0495	1532-8600				OCT	2012	61	10					1461	1472		10.1016/j.metabol.2012.03.012							WOS:000309625900016	22538117					
J	Si, YX; Song, JJ; Fang, NY; Wang, W; Wang, ZJ; Yang, JM; Qian, GY; Yin, SJ; Park, YD				Si, Yue-Xiu; Song, Jin-Jie; Fang, Nai-Yun; Wang, Wei; Wang, Zhi-Jiang; Yang, Jun-Mo; Qian, Guo-Ying; Yin, Shang-Jun; Park, Yong-Doo			Purification, characterization, and unfolding studies of arginine kinase from Antarctic krill	INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES												The regulation of enzymatic activity and unfolding studies of arginine kinase (AK) from various invertebrates have been the focus of investigation. To gain insight into the structural and folding mechanisms of AK from Euphausia superba (ESAK), we purified ESAK from muscle properly. The enzyme behaved as a monomeric protein with a molecular mass of about 40 kDa and had pH and temperature optima of 8.0 and 30 degrees C, respectively. The K-m(Arg) and K-m(ATP) for the synthesis of phosphoarginine were 0.30 and 0.47 mM, respectively, and k(cat)/K-m(Arg) was 282.7 s(-1)/mM. A study of the inhibition kinetics of structural unfolding in the denaturant sodium dodecyl sulfate (SOS) was conducted. The results showed that ESAK was almost completely inactivated by 1.0 mM SDS. The kinetics analyzed via time-interval measurements revealed that the inactivation was a first-order reaction, with the kinetic processes shifting from a monophase to biphase as SDS concentrations increased. Measurements of intrinsic and 1-anilinonaphthalene-8-sulfonate-binding fluorescence showed that SDS concentrations lower than 5 mM did not induce conspicuous changes in tertiary structures, while higher concentrations of SDS exposed hydrophobic surfaces and induced conformational changes. These results confirmed that the active region of AK is more flexible than the overall enzyme molecule.(C) 2014 Elsevier B.V. All rights reserved.																	0141-8130	1879-0003				JUN	2014	67						426	432		10.1016/j.ijbiomac.2014.03.044							WOS:000336881200058	24690537					
J	MORRIS, DJ				MORRIS, DJ			INTEGRATED MODEL OF MOLTING AND FEEDING OF ANTARCTIC KRILL EUPHAUSIA-SUPERBA OFF SOUTH GEORGIA	MARINE ECOLOGY PROGRESS SERIES																													0171-8630						1985	22	3					207	217		10.3354/meps022207							WOS:A1985AFP8200001						
J	Ainley, D; Ballard, G; Ackley, S; Blight, LK; Eastman, JT; Emslie, SD; Lescroel, A; Olmastron, S; Townsend, SE; Tynan, CT; Wilson, P; Woehler, E				Ainley, David; Ballard, Grant; Ackley, Steve; Blight, Louise K.; Eastman, Joseph T.; Emslie, Steven D.; Lescroel, Amelie; Olmastroni, Silvia; Townsend, Susan E.; Tynan, Cynthia T.; Wilson, Peter; Woehler, Eric			Paradigm lost, or is top-down forcing no longer significant in the Antarctic marine ecosystem?	ANTARCTIC SCIENCE												Investigations in recent years of the ecological structure and processes of the Southern Ocean have almost exclusively taken a bottom-up, forcing-by-physical-processes approach relating various species' population trends to climate change. Just 20 years ago, however, researchers focused on a broader set of hypotheses, in part formed around a paradigm positing interspecific interactions as central to structuring the ecosystem (forcing by biotic processes, top-down), and particularly on a "krill surplus" caused by the removal from the system of more than a million baleen whales. Since then, this latter idea has disappeared from favour with little debate. Moreover, it recently has been shown that concurrent with whaling there was a massive depletion of finfish in the Southern Ocean, a finding also ignored in deference to climate-related explanations of ecosystem change. We present two examples from the literature, one involving gelatinous organisms and the other involving penguins, in which climate has been used to explain species' population trends but which could better be explained by including species interactions in the modelling. We conclude by questioning the almost complete shift in paradigms that has occurred and discuss whether it is leading Southern Ocean marine ecological science in an instructive direction.				Eastman, Joseph T/A-9786-2008; Olmastroni, Silvia/G-6267-2018; Eastman, Joseph T./O-6150-2019	Olmastroni, Silvia/0000-0002-9319-9914; Eastman, Joseph T./0000-0003-3868-261X; Woehler, Eric/0000-0002-1125-0748												0954-1020	1365-2079				SEP	2007	19	3					283	290		10.1017/S095410200700051X							WOS:000250068600002						
J	STRETCH, JJ; HAMNER, PP; HAMNER, WM; MICHEL, WC; COOK, J; SULLIVAN, CW				STRETCH, JJ; HAMNER, PP; HAMNER, WM; MICHEL, WC; COOK, J; SULLIVAN, CW			ICE ALGAE FORAGING BEHAVIOR OF THE ANTARCTIC KRILL, EUPHAUSIA-SUPERBA DANA	AMERICAN ZOOLOGIST																													0003-1569						1986	26	4					A80	A80									WOS:A1986F138400328						
J	Takahashi, A; Kokubun, N; Mori, Y; Shin, HC				Takahashi, Akinori; Kokubun, Nobuo; Mori, Yoshihisa; Shin, Hyoung-Chul			Krill-feeding behaviour of gentoo penguins as shown by animal-borne camera loggers	POLAR BIOLOGY												Animal-borne camera loggers were used to examine the patterns of prey encounter and feeding behaviour of gentoo penguins at King George Island, Antarctica. The still images from the camera loggers showed that the penguins encountered the swarms of krill for 25.5% (range: 8-38%) of their dives (> 5 m) on average, during their foraging trips (mean duration of 5.4 h, n = 7 trips). They encountered krill swarms during the dives to 10-70 m depth, in pelagic as well as benthic habitats. In the benthic habitat, the penguins swam just above the sea floor and headed downward over a krill swarm, probably using the sea floor to assist them to feed on mobile swarms. The shallow coastal waters would be the important foraging habitat of gentoo penguins breeding in King George Island.																	0722-4060	1432-2056				SEP	2008	31	10					1291	1294		10.1007/s00300-008-0502-4							WOS:000258635600015						
J	Teglhus, FW; Agersted, MD; Akther, H; Nielsen, TG				Teglhus, Frederik Wolff; Agersted, Mette Dalgaard; Akther, Hasna; Nielsen, Torkel Gissel			Distributions and seasonal abundances of krill eggs and larvae in the sub-Arctic Godthabsfjord, SW Greenland	MARINE ECOLOGY PROGRESS SERIES												The larval krill community (Thysanoessa spp.) was investigated along the sub-Arctic Godthabsfjord, SW Greenland, in June 2010. In addition, the progress of krill development from egg to furcilia was studied from March to August 2010 in a fjord branching off the Godthabsfjord. Krill spawned from late April until early May, with a second spawning event in early July. Spawning took place in the warmer, innermost part of the fjord, correlated with phytoplankton blooms. Naupliar abundance peaked immediately after spawning, and naupliar stage duration was 3 d. Sequences of the calyptopis and furcilia stages lasted 22 and 63 d, respectively. The growth rate from metanauplius to calyptopis was 0.12 d(-1), while the growth rate across all developmental stages was 0.05 d(-1). Mortality rates were calculated as 25% from eggs to nauplii, 48% from eggs to calyptopes and 83% from eggs to furcilia. During development, the larvae were dispersed from the shallow, warmer hatching area in the inner part of the fjord to the main fjord by tidal currents and runoff from land. The study showed that developmental stages of krill are a key group in Greenland coastal waters, one which should be considered in future studies of the pelagic food web.					Nielsen, Torkel Gissel/0000-0003-1057-158X												0171-8630	1616-1599				NOV 12	2015	539						111	125		10.3354/meps11486							WOS:000365090700008						
J	McCormack, SA; Melbourne-Thomas, J; Trebilco, R; Blanchard, JL; Raymond, B; Constable, A				McCormack, Stacey A.; Melbourne-Thomas, Jessica; Trebilco, Rowan; Blanchard, Julia L.; Raymond, Ben; Constable, Andrew			Decades of dietary data demonstrate regional food web structures in the Southern Ocean	ECOLOGY AND EVOLUTION												Understanding regional-scale food web structure in the Southern Ocean is critical to informing fisheries management and assessments of climate change impacts on Southern Ocean ecosystems and ecosystem services. Historically, a large component of Southern Ocean ecosystem research has focused on Antarctic krill, which provide a short, highly efficient food chain, linking primary producers to higher trophic levels. Over the last 15 years, the presence of alternative energy pathways has been identified and hypotheses on their relative importance in different regions raised. Using the largest circumpolar dietary database ever compiled, we tested these hypotheses using an empirical circumpolar comparison of food webs across the four major regions/sectors of the Southern Ocean (defined as south of 40 degrees S) within the austral summer period. We used network analyses and generalizations of taxonomic food web structure to confirm that while Antarctic krill are dominant as the mid-trophic level for the Atlantic and East Pacific food webs (including the Scotia Arc and Western Antarctic Peninsula), mesopelagic fish and other krill species are dominant contributors to predator diets in the Indian and West Pacific regions (East Antarctica and the Ross Sea). We also highlight how tracking data and habitat modeling for mobile top predators in the Southern Ocean show that these species integrate food webs over large regional scales. Our study provides a quantitative assessment, based on field observations, of the degree of regional differentiation in Southern Ocean food webs and the relative importance of alternative energy pathways between regions.				Blanchard, Julia L/E-4919-2010	Blanchard, Julia L/0000-0003-0532-4824; McCormack, Stacey/0000-0002-8949-4793												2045-7758					JAN	2021	11	1					227	241		10.1002/ece3.7017		DEC 2020					WOS:000596571900001	33437425					
J	Benkort, D; Plourde, S; Winkler, G; Cabrol, J; Ollier, A; Cope, LE; Maps, F				Benkort, D.; Plourde, S.; Winkler, G.; Cabrol, J.; Ollier, A.; Cope, L-E; Maps, F.			Individual-based modeling explains the contrasted seasonality in size, growth, and reproduction of the sympatric Arctic (Thysanoessa raschii) and Nordic krill (Meganyctiphanes norvegica) in the St. Lawrence Estuary, eastern Canada	LIMNOLOGY AND OCEANOGRAPHY												The Nordic krill Meganyctiphanes norvegica and Arctic krill Thysanoessa raschii both dominate the krill community within the Estuary and Gulf of St. Lawrence system where they are central forage species for its pelagic ecosystem. We developed a species-specific physiological individual based model that implements the critical physiological processes of growth, molting, and reproduction of female adults as responses to environmental forcing. Key innovations of our approach were the decoupling between the molting schedule and growth, as well as considering two distinct sources of prey (phytoplankton and mesozooplankton). Our simulation results revealed that the details of the feeding process were critical for an accurate representation of the production dynamics of adult individuals from both species. Their specific feeding preferences on phytoplankton and mesozooplankton resulted in distinct species-specific phenological patterns that reproduced observations. The present study highlights the importance of detailed knowledge of diet and feeding behavior of krill species to improve our understanding of population responses in a rapidly changing environment.				Maps, Frederic/L-4546-2013	Maps, Frederic/0000-0001-7115-2464												0024-3590	1939-5590				JAN	2019	64	1					217	237		10.1002/lno.11032							WOS:000456720900016						
J	KUMAGAI, M				KUMAGAI, M			SIMPLE AND RAPID METHOD FOR DETERMINATION OF FLUORIDE IN ANTARCTIC KRILL	BULLETIN OF THE JAPANESE SOCIETY OF SCIENTIFIC FISHERIES																													0021-5392						1984	50	11					1877	1881									WOS:A1984TX10700013						
J	HAMNER, WM; HAMNER, PP; STRAND, SW; GILMER, RW				HAMNER, WM; HAMNER, PP; STRAND, SW; GILMER, RW			BEHAVIOR OF ANTARCTIC KRILL, EUPHAUSIA-SUPERBA - CHEMORECEPTION, FEEDING, SCHOOLING, AND MOLTING	SCIENCE																													0036-8075						1983	220	4595					433	435		10.1126/science.220.4595.433							WOS:A1983QK81700037	17831417					
J	SIEGEL, V				SIEGEL, V			INVESTIGATIONS ON POST-SPAWNING CONCENTRATIONS OF THE ANTARCTIC KRILL EUPHAUSIA-SUPERBA	ARCHIV FUR FISCHEREIWISSENSCHAFT																													0003-9063						1982	33	1					113	125									WOS:A1982PB43600011						
J	CUZINROUDY, J				CUZINROUDY, J			SEXUAL-DIFFERENTIATION IN THE ANTARCTIC KRILL EUPHAUSIA-SUPERBA DANA (CRUSTACEA, EUPHAUSIACEA)	JOURNAL OF CRUSTACEAN BIOLOGY																													0278-0372					AUG	1987	7	3					518	524		10.2307/1548300							WOS:A1987J740500011						
J	PAWLOWICZ, JM				PAWLOWICZ, JM			IDENTIFICATION AND QUANTIFICATION OF PROSTAGLANDINS IN ANTARCTIC KRILL (EUPHAUSIA-SUPERBA DANA)	POLAR BIOLOGY																													0722-4060					APR	1989	9	5					295	298		10.1007/BF00287426							WOS:A1989U219700004						
J	CHANG, HM; HAYAKAWA, I; SHINOHARA, K; OMURA, H; HOSHI, M; SASAMOTO, Y; NONAKA, M				CHANG, HM; HAYAKAWA, I; SHINOHARA, K; OMURA, H; HOSHI, M; SASAMOTO, Y; NONAKA, M			STUDIES ON THE MECHANISMS OF FIBER FORMATION FROM ANTARCTIC KRILL PROTEIN	JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI																													1341-027X						1987	34	8					529	534									WOS:A1987Q662600005						
J	KAWANO, M; INOUE, T; HIDAKA, H; TATSUKAWA, R				KAWANO, M; INOUE, T; HIDAKA, H; TATSUKAWA, R			CHLORDANE RESIDUES IN KRILL, FISH AND WEDDELL SEAL FROM THE ANTARCTIC	TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY																													0277-2248						1986	11	2					137	145		10.1080/02772248609357126							WOS:A1986A540300005						
J	CRIPPS, GC				CRIPPS, GC			THE OCCURRENCE OF MONOUNSATURATED N-C-21 AND POLYUNSATURATED C-25 SEDIMENTARY HYDROCARBONS IN THE LIPIDS OF ANTARCTIC MARINE ORGANISMS	POLAR BIOLOGY												Antarctic zooplankton have been found to be a potential source of sedimentary hydrocarbons. Monounsaturated C-21 n-alkenes and highly branched polyunsaturated C-25 n-alkenes were analysed in the aliphatic fraction of the lipids of Antarctic pelagic and inshore marine organisms. Cluster analysis of the species-based data set produced four main groups: phytoplankton, epipelagic herbivores, epipelagic carnivores and mesopelagic omnivores. The detailed pattern of alkenes exhibited differences within the groups and also with tissue type (krill, Euphausia superba). The origin of alkenes in Antarctic biota appeared to be either synthesis de novo or due to the condensation of smaller molecules. Formation of alkenes by the decarboxylation of fatty acids was not consistent with the hydrocarbon and fatty acid composition of Antarctic zooplankton. There was no evidence for direct assimilation of C-21 and C-25 alkenes by zooplankton or higher predators from their diet. Zooplankton C-25 alkenes are probably transported unaltered directly to the sediment as detritus or via predators in faecal material. Sedimentary C-25 alkenes are proposed as biomarkers of recent zooplankton activity in the water column.																	0722-4060					APR	1995	15	4					253	259									WOS:A1995QV57000003						
J	IKEDA, T; NASH, GV; THOMAS, PG				IKEDA, T; NASH, GV; THOMAS, PG			AN OBSERVATION OF DISCARDED STOMACH WITH EXOSKELETON MOLT FROM ANTARCTIC KRILL EUPHAUSIA-SUPERBA DANA	POLAR BIOLOGY																													0722-4060						1984	3	4					241	244		10.1007/BF00292631							WOS:A1984TU82500010						
J	Boyd, IL				Boyd, IL			Integrated environment-prey-predator interactions off South Georgia: implications for management of fisheries	AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS					Conference on the South West Atlantic Maraine Environment	JUN 07-08, 2000	ROYAL SOC LONDON, LONDON, ENGLAND		ROYAL SOC LONDON			1. The oceanography of the South Georgia region is principally that of the Southern Ocean rather than the South Atlantic. A combination of factors, including advection, local bathymetry and high local productivity, leads to relatively large concentrations of krill (Euphausia superba) in the region and this is a food source for large populations of penguins and seals that breed at South Georgia. 2. A history of over-exploitation of the marine resources of the region has led to the development of ecosystem approaches to management. The current system for managing krill harvests includes precautionary features that account for interannual variability in krill populations and the food requirements of natural predators. However, in future, it may be possible to use information from the natural krill predators to set reasonable levels of krill exploitation. Copyright (C) 2002 John Wiley Sons, Ltd.																	1052-7613					JAN-FEB	2002	12	1					119	126		10.1002/aqc.481							WOS:000175225000013						
J	Berrow, SD; Croxall, JP				Berrow, SD; Croxall, JP			The diet of white-chinned petrels Procellaria aequinoctialis, Linnaeus 1758, in years of contrasting prey availability at South Georgia	ANTARCTIC SCIENCE												The diet of breeding white-chinned petrels was studied during the summers of 1996 and 1998 at South Georgia. Krill abundance/availability was high throughout 1996 but apparently low at the beginning of the 1998 breeding season. The diet of white-chinned petrels was similar between years and consistent with previous studies. Krill Euphausia superba (41-42% by weight) was the single most important prey item followed by fish (39-29%) and squid(19-25%). Meal mass was consistent(110 g in 1996, 119 g in 1998) between years but a significant decrease (46%) in feeding frequency in 1998 (0.54 meals day(-1) compared to 0.75 meals day(-1) in 1996) resulted in 19% less food delivered to chicks in 1998 than in 1996. Breeding success, however, was consistent between years at 44% and similar to that recorded previously at Bird Island. This is in contrast to black-browed and grey-headed albatrosses, both of which experienced almost total breeding failure in 1998. It is suggested that their varied and versatile feeding methods, together with their greater diving ability, capacity to feed at night and extensive foraging range, help white-chinned petrels minimise the effects of krill shortage.																	0954-1020	1365-2079				SEP	1999	11	3					283	292		10.1017/S0954102099000371							WOS:000086753000003						
J	Montes-Hugo, M; Doney, SC; Ducklow, HW; Fraser, W; Martinson, D; Stammerjohn, SE; Schofield, O				Montes-Hugo, Martin; Doney, Scott C.; Ducklow, Hugh W.; Fraser, William; Martinson, Douglas; Stammerjohn, Sharon E.; Schofield, Oscar			Recent Changes in Phytoplankton Communities Associated with Rapid Regional Climate Change Along the Western Antarctic Peninsula	SCIENCE												The climate of the western shelf of the Antarctic Peninsula (WAP) is undergoing a transition from a cold-dry polar-type climate to a warm-humid sub-Antarctic-type climate. Using three decades of satellite and field data, we document that ocean biological productivity, inferred from chlorophyll a concentration (Chl a), has significantly changed along the WAP shelf. Summertime surface Chl a (summer integrated Chl a similar to 63% of annually integrated Chl a) declined by 12% along the WAP over the past 30 years, with the largest decreases equatorward of 63 S and with substantial increases in Chl a occurring farther south. The latitudinal variation in Chl a trends reflects shifting patterns of ice cover, cloud formation, and windiness affecting water-column mixing. Regional changes in phytoplankton coincide with observed changes in krill (Euphausia superba) and penguin populations.				Doney, Scott C/F-9247-2010; schofield, oscar/H-4169-2018	Doney, Scott C/0000-0002-3683-2437; schofield, oscar/0000-0003-2359-4131; STAMMERJOHN, SHARON/0000-0002-1697-8244												0036-8075					MAR 13	2009	323	5920					1470	1473		10.1126/science.1164533							WOS:000264101700039	19286554					
J	Kock, KH; Groger, J; Jones, CD				Kock, Karl-Hermann; Groeger, Joachim; Jones, Christopher D.			Interannual variability in the feeding of ice fish (Notothenioidei, Channichthyidae) in the southern Scotia Arc and the Antarctic Peninsula region (CCAMLR Subareas 48.1 and 48.2)	POLAR BIOLOGY												We have studied the annual variation in food intake of three sub-Antarctic ice fish species (Champsocephalus gunnari, Chaenocephalus aceratus, and Pseudochaenichthys georgianus) and three high-Antarctic ice fish species (Chionodraco rastrospinosus, Cryodraco antarcticus, and Chaenodraco wilsoni). Stomach content analyses were conducted during bottom trawl surveys around the South Shetland Islands in 1998, 2001, 2002, 2003, and 2007, the South Orkney Islands in 1999 and 2009, and off the north-western Antarctic Peninsula in 2002, 2006, and 2006/2007 in order to obtain further insight into the amount of food of Antarctic demersal fish consume during summer. Annual variation in food intake was comparatively low within an area in the krill-feeding species C. gunnari and C. wilsoni. Food intake was much more variable, by a factor of 2 or 3 among years and areas, in larger C. aceratus and C. antarcticus, which rely heavily on fish as their dietary source. Food consumption was intermediate in the two species P. georgianus and C. rastrospinosus, which rely on both krill and fish.																	0722-4060					OCT	2013	36	10					1451	1462		10.1007/s00300-013-1363-z							WOS:000324142700006						
J	Kim, E; Mukai, T; Iida, K				Kim, Eunho; Mukai, Tohru; Iida, Kohji			Acoustic identification of krill and copepods using frequency differences of volume backscattering strength around Funka Bay, Hokkaido, Japan	NIPPON SUISAN GAKKAISHI												In and around Funka Bay in southwest Hokkaido, Japan, krill and copepods are the dominant species of zooplankton. In this area, they are important prey for walleye pollock Gadus chalcogrammus and other marine animals. In this study, we examined the possibility of identifying krill and copepods based on diSerences in volume backscattering strength at different frequencies. Acoustic surveys were conducted in and around Funka Bay in March 2012 aboard the T/S Ushio-maru using a Simrad EK60 quantitative echo sounder. The acoustic data were collected at 38, 120 and 200 kHz. Biological samples were collected by a ring net with vertical towing. To identify the krill and copepods, diSerences in volume backscattering strength at three frequencies were examined. Krill and copepods showed stronger response at 120 and 200 kHz than at 38 kHz. The results showed that the diSerences in volume backscattering strength between 120 and 200 kHz (Delta SV200-120 kHz) were -1.5 to 1.3 dB for krill and 2.2-3.7 dB for copepods. Based on these diSerences between frequencies, we were able to identify krill and copepods.				Mukai, Tohru/F-9143-2012													0021-5392	1349-998X					2016	82	4					587	600		10.2331/suisan.15-00039							WOS:000383788600020						
J	Miao, K; Wang, ZY				Miao, Kun; Wang, Ziyang			Neighbor-Induction and Population-Dispersion in Differential Evolution Algorithm	IEEE ACCESS												The differential evolution (DE) optimization algorithm predominantly relies on elite individuals and random difference to direct evolution. Although the strategy is clear and easy to implement, identifying a suitable direction for the DE mutation strongly depends on the direction information provided beforehand. To address this, we present a neighbor-induced mutation operator that simulates the neighbor-induced movement of Antarctic krill to guide the evolution direction in a natural manner. Additionally, center dispersion is proposed to disperse the population and redistribute individual positions to escape search stagnation, inspired by the spreading out of krill around newly discovered food. Comprising the new operator and the center dispersion pattern, this paper proposes a neighbor-induced DE algorithm with dispersion pattern (NDEd). The results of the comparative experiments verify the effectiveness of the neighbor-induced mutation operator and the dispersion pattern. Further, experimental results from 28 test functions of CEC2013 demonstrate that NDEd performs better compared to the other classic DE algorithms.				MIAO, KUN/AAU-8516-2021													2169-3536						2019	7						146358	146378		10.1109/ACCESS.2019.2945831							WOS:000498824600002						
