PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Talbot, SE; Widdicombe, S; Hauton, C; Bruggeman, J				Talbot, S. Elizabeth; Widdicombe, Stephen; Hauton, Chris; Bruggeman, Jorn			Adapting the dynamic energy budget (DEB) approach to include non-continuous growth (moulting) and provide better predictions of biological performance in crustaceans	ICES JOURNAL OF MARINE SCIENCE												Dynamic energy budget (DEB) theory offers a comprehensive framework for understanding the overall physiological performance (growth, development, respiration, reproduction, etc.) of an organism over the course of its life cycle. We present here a simplified DEB model for the swimming crab Liocarcinus depurator. To the best of our knowledge, this is the first to be presented for this species. Most applications of the standard DEB model assume continuous growth in all size metrics (length, wet mass, carbon content) of the modelled species. However, in crustaceans growth, measured as an increase of carapace length/width, occurs periodically via moult. To account for this, we have extended the model to track the continuous increase in carbon mass as well as the episodic increase in physical size. Model predictions were consistent with the patterns in the observed data, predicting both the moult increment and the intermoult period of an individual. In addition to presenting the model itself, we also make recommendations for further development, and evaluate the potential applications of such a model, both at the individual level (e.g. aquaculture) and as a potential tool for population level dynamics (e.g. fisheries stock assessment).					Bruggeman, Jorn/0000-0003-2493-2323; Talbot, Elizabeth/0000-0002-5046-5143; Hauton, Chris/0000-0002-2313-4226												1054-3139	1095-9289				JAN-FEB	2019	76	1					192	205		10.1093/icesjms/fsy164							WOS:000462735600019						
J	Haywood, GJ; Burns, CW				Haywood, GJ; Burns, CW			Growth of Nyctiphanes (Euphausiacea) on different diets	JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY												To determine the effects of diet on the growth rate of Nyctiphanes australis (Euphausiacea), metanauplii were reared to mature adults in the laboratory. Sibships (siblings from the same mother) were raised on different food items collected from the field and cultured in the laboratory. A sibship was divided at the calyptopis stage and 50% of the siblings were fed one of three experimental diets (Thalassiosira, Heterocapsa, or Phaeocystis); the balance of the siblings were fed a control diet of Tetraselmis chuii and Artemia larvae. The growth rate of siblings was not altered by the different diets. Siblings developed asynchronously, however, from egg to adult. Some animals were always at a more advanced developmental phase and by day 100, up to 25% larger than their siblings (p<0.001). A possible implication of this result is that the larval growth of N. australis is strongly influenced by genotype. (C) 2003 Elsevier Science B.V. All rights reserved.																	0022-0981					APR 22	2003	289	1					139	151		10.1016/S0022-0981(03)00043-1							WOS:000182250600008						
J	Benson, SR; Croll, DA; Marinovic, BB; Chavez, FP; Harvey, JT				Benson, SR; Croll, DA; Marinovic, BB; Chavez, FP; Harvey, JT			Changes in the cetacean assemblage of a coastal upwelling ecosystem during El Nino 1997-98 and La Nina 1999	PROGRESS IN OCEANOGRAPHY					Workshop on El Nino Along the West Coast of North America	DEC 06-09, 1999	MOSS LANDING, CA					We report results of ecosystem studies in Monterey Bay, California, during the summer upwelling periods, 199699, including impacts of El Nino 1997-98 and La Nina 1999. Random-systematic line-transect surveys of marine mammals were conducted monthly from August to November 1996, and from May to November 1997-99. CTDs and zooplankton net tows were conducted opportunistically, and at 10 predetermined locations. Hydroacoustic backscatter was measured continuously while underway to estimate prevalence of zooplankton, with emphasis on euphausiids, a key trophic link between primary production and higher trophic level consumers. The occurrences of several of the California Current's most common cetaceans varied among years. The assemblage of odontocetes became more diverse during the El Nino with a temporary influx of warm-water species. Densities of cold-temperate Dall's porpoise, Phocoenoides dalli, were greatest before the onset of El Nino, whereas warm-temperate common dolphins, Delphinus spp., were present only during the warm-water period associated with El Nino. Rorqual densities decreased in August 1997 as euphausiid backscatter was reduced. In 1998, as euphausiid backscatter slowly increased, rorqual densities increased sharply to the greatest observed values. Euphausiid backscatter further increased in 1999, whereas rorqual densities were similar to those observed during 1998. We hypothesize that a dramatic reduction in zooplankton biomass offshore during El Nino 1997-98 led to the concentration of rorquals in the remaining productive coastal upwelling areas, including Monterey Bay. These patterns exemplify short-term responses of cetaceans to large-scale changes in oceanic conditions. (C) 2002 Elsevier Science Ltd. All rights reserved.																	0079-6611						2002	54	1-4					279	291	PII S0079-6611(02)00054-X	10.1016/S0079-6611(02)00054-X							WOS:000178308900015						
J	Boyd, C; Grunbaum, D; Hunt, GL; Punt, AE; Weimerskirch, H; Bertrand, S				Boyd, Charlotte; Grunbaum, Daniel; Hunt, George L., Jr.; Punt, Andre E.; Weimerskirch, Henri; Bertrand, Sophie			Effectiveness of social information used by seabirds searching for unpredictable and ephemeral prey	BEHAVIORAL ECOLOGY												Understanding how seabirds and other central place foragers locate food resources represents a key step in predicting responses to changes in resource abundance and distribution. Where prey distributions are unpredictable and ephemeral, seabirds may gain up-to-date information by monitoring the direction of birds returning to the colony or by monitoring the foraging behavior of other birds through local enhancement. However, search strategies based on social information may require high population densities, raising concerns about the potential loss of information in declining populations. Our objectives were to explore the mechanisms that underpin effective search strategies based on social information under a range of population densities and different foraging conditions. Testing relevant hypotheses through field observation is challenging because of limitations in the ability to manipulate population densities and foraging conditions. We therefore developed a spatially explicit individual-based foraging model, informed by data on the movement and foraging patterns of seabirds foraging on pelagic prey, and used model simulations to investigate the mechanisms underpinning search strategies. Orientation of outbound headings in line with returning birds enables departing birds to avoid areas without prey even at relatively low population densities. The mechanisms underpinning local enhancement are more effective as population densities increase and may be facilitated by other mechanisms that concentrate individuals in profitable areas. For seabirds and other central place foragers foraging on unpredictable and ephemeral food resources, information is especially valuable when resources are spatially concentrated and may play an important role in mitigating poor foraging conditions.				Weimerskirch, Henri/K-7306-2019; Weimerskirch, Henri/F-5562-2013; bertrand, sophie/F-4161-2012; Hunt, George/V-9423-2019	Weimerskirch, Henri/0000-0002-0457-586X; bertrand, sophie/0000-0003-1976-3799; 												1045-2249	1465-7279				JUL-AUG	2016	27	4					1223	1234		10.1093/beheco/arw039							WOS:000381225300036						
J	Fang, NY; Lee, J; Yin, SJ; Wang, W; Wang, ZJ; Yang, JM; Qian, GY; Si, YX; Park, YD				Fang, Nai-Yun; Lee, Jinhyuk; Yin, Shang-Jun; Wang, Wei; Wang, Zhi-Jiang; Yang, Jun-Mo; Qian, Guo-Ying; Si, Yue-Xiu; Park, Yong-Doo d			Effects of osmolytes on arginine kinase from Euphausia superba: A study on thermal denaturation and aggregation	PROCESS BIOCHEMISTRY												Investigations of energy-related enzymatic properties may provide valuable information about the mechanisms that are involved in the adaptation to extreme climatic environments. The protective effects of osmolytes on the thermal denaturation and aggregation of arginine kinase from E. superba (ESAK) was investigated. When the concentration of glycine, proline and glycerol increased, the relative activation was significantly enhanced, while the aggregation of ESAK during thermal denaturation was decreased. Spectrofluorometry results showed that the presence of these three osmolytes significantly decreased the tertiary structural changes of ESAK and that thermal denaturation directly induced ESAK aggregation. The results demonstrated that glycine, proline and glycerol not only prevented ESAK from inactivation and unfolding but also inhibited aggregation by stabilizing the ESAK conformation. We measured the ORF gene sequence of ESAK by RACE, and built the 3D structure of ESAK and osmolytes by homology models. The results showed that the docking energy was relatively low and that the clustering groups were spread to the surface of ESAK, indicating that osmolytes directly protect the surface of the protein. Our study provides important insight into the protective effects of osmolytes on ESAK folding. (C) 2014 Elsevier Ltd. All rights reserved.																	1359-5113	1873-3298				JUN	2014	49	6					936	947		10.1016/j.procbio.2014.03.019							WOS:000337658700004						
J	Ritz, DA				Ritz, David A.			Gut residence time in pelagic crustaceans	JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM												Gut residence time (GRT) is often reported to be extremely variable among crustaceans. In this study, GRT was measured in tethered mysids that were fed continuously, and appearance of the first faecal pellet was found to be quite consistent averaging 1.6 h. There was no significant difference between GRT in those mysids field singly and those accompanied by free-swimming conspecifics, even though previous studies have shown metabolic benefits in social behaviour. Gut residence time data from a range of pelagic crustaceans feeding continuously showed a clear linear relationship with size. It appears that, when feeding ceases and crustaceans are allowed to clear their guts in filtered water, GRT can be very long and variable. However, when feeding is continuous, GRT can be relatively short and cosistent.																	0025-3154					FEB	2008	88	1					65	67		10.1017/S0025315408000118							WOS:000254298600007						
J	Pakhomov, EA; Froneman, PW; Kuun, PJ; Balarin, M				Pakhomov, EA; Froneman, PW; Kuun, PJ; Balarin, M			Feeding dynamics and respiration of the bottom-dwelling caridean shrimp Nauticaris marionis Bate, 1888 (Crustacea : Decapoda) in the vicinity of Marion Island (Southern Ocean)	POLAR BIOLOGY												The feeding dynamics and oxygen uptake of the bottom-dwelling caridean shrimp Nauticaris marionis were studied during the April/May 1984, 1996 and 1997 cruises to Marion Island (Prince Edward Islands, Southern Ocean). N. marionis is thought to have an opportunistic feeding mode. Prey composition varied considerably between the years and sites investigated. Overall, benthic (mainly hydrozoans and bottom-dwelling polychaetes) and, at times, pelagic (largely euphausiids and copepods) prey items dominated in the stomachs of N. marionis both by occurrence and by volume. Generally, pelagic prey contributed more to the diets of smaller shrimps, while benthic prey was a more important component in the guts of larger specimens. Wet, dry and ash-free dry weight were determined for specimens used in respiration experiments. The respiration rates of N. marionis females with carapace length 6.6-11.1 mm ranged from 80 to 250 mu l O-2 individual(-1) . h(-1), or from 0.588 to 2.756 mu l O-2 . mg(-1) dry weight h(-1). Regression analyses showed highly significant correlations between oxygen consumption and carapace length for N. marionis. Daily ingestion rates estimated using an in situ gut content analysis technique (4.4% of body dry weight) and an energy budget approach (average 4.7% of body dry weight, range 2.0-7.5%) showed good agreement with each other.				Froneman, William/C-9085-2012	Froneman, William/0000-0003-0615-1355												0722-4060					FEB	1999	21	2					112	121		10.1007/s003000050341							WOS:000078097400007						
J	Olivera-Nappa, A; Reyes, F; Andrews, BA; Asenjo, JA				Olivera-Nappa, Alvaro; Reyes, Fernando; Andrews, Barbara A.; Asenjo, Juan A.			Cold Adaptation, Ca2+ Dependency and Autolytic Stability Are Related Features in a Highly Active Cold-Adapted Trypsin Resistant to Autoproteolysis Engineered for Biotechnological Applications	PLOS ONE												Pig trypsin is routinely used as a biotechnological tool, due to its high specificity and ability to be stored as an inactive stable zymogen. However, it is not an optimum enzyme for conditions found in wound debriding for medical uses and trypsinization processes for protein analysis and animal cell culturing, where low Ca2+ dependency, high activity in mild conditions and easy inactivation are crucial. We isolated and thermodynamically characterized a highly active cold-adapted trypsin for medical and laboratory use that is four times more active than pig trypsin at 10 degrees C and at least 50% more active than pig trypsin up to 50 degrees C. Contrary to pig trypsin, this enzyme has a broad optimum pH between 7 and 10 and is very insensitive to Ca2+ concentration. The enzyme is only distantly related to previously described cryophilic trypsins. We built and studied molecular structure models of this trypsin and performed molecular dynamic calculations. Key residues and structures associated with calcium dependency and cryophilicity were identified. Experiments indicated that the protein is unstable and susceptible to autoproteolysis. Correlating experimental results and structural predictions, we designed mutations to improve the resistance to autoproteolysis and conserve activity for longer periods after activation. One single mutation provided around 25 times more proteolytic stability. Due to its cryophilic nature, this trypsin is easily inactivated by mild denaturation conditions, which is ideal for controlled proteolysis processes without requiring inhibitors or dilution. We clearly show that cold adaptation, Ca2+ dependency and autolytic stability in trypsins are related phenomena that are linked to shared structural features and evolve in a concerted fashion. Hence, both structurally and evolutionarily they cannot be interpreted and studied separately as previously done.				Asenjo, Juan JAA/L-8336-2013; Olivera-Nappa, Alvaro/H-3769-2013; Andrews, Barbara/J-5070-2016	Asenjo, Juan JAA/0000-0002-3475-7664; Olivera-Nappa, Alvaro/0000-0001-6053-7019; 												1932-6203					AUG 12	2013	8	8							e72355	10.1371/journal.pone.0072355							WOS:000323097300192	23951314					
S	Hirst, AG; Roff, JC; Lampitt, RS		Southward, AJ; Tyler, PA; Young, CM; Fuiman, LA		Hirst, AG; Roff, JC; Lampitt, RS			A synthesis of growth rates in marine epipelagic invertebrate zooplankton	ADVANCES IN MARINE BIOLOGY, VOL 44	Advances in Marine Biology															Hirst, Andrew G/A-6296-2013	Hirst, Andrew/0000-0001-9132-1886												0065-2881		0-12-026144-8				2003	44						1	142		10.1016/S0065-2881(03)44002-9							WOS:000183896500001	12846041					
J	Demer, DA; Cutter, GR; Stierhoff, KL; Renfree, JS				Demer, David A.; Cutter, George Randall, Jr.; Stierhoff, Kevin L.; Renfree, Josiah S.			Two-Million-Liter Tank Expands the Boundaries of Marine Technology Innovation: National Resource Available for Advancing Marine Science	MARINE TECHNOLOGY SOCIETY JOURNAL												With one small move across a street, NOAA Fisheries, our nation's steward of marine ecosystems, made a giant leap into the future of ocean science and technology development. The new Southwest Fisheries Science Center facility in La Jolla, California, houses dozens of interdisciplinary research and engineering groups and features a world-class Ocean Technology Development Tank that expands the possibilities for advancing marine industry and science. This 20 x 10 x 10-meter, two-million-liter, freshwater or seawater Tech Tank is clear, quiet, and large enough to calibrate and test a wide variety of sensitive instruments with minimal boundary effects. The tank's temperature, salinity, and circulation can be made to mimic the broad range of water conditions encountered in the field, its water conditioning system greatly mitigates microbubbles and turbidity, and it can accommodate live marine animals. This unique combination of features opens doors to efficient engineering and scientific experimentation. The Tech Tank, supported by scientists and engineers and co-located with other state-of-the-art laboratory facilities, is a unique national resource for marine research and development and a catalyst for government, academic, and industry partnerships. The broad range of new possibilities is exemplified by multiple recent collaborative developments of acoustic and optical sensors and sensor platforms that effectively expand the boundaries of oceanic sampling, particularly near the sea surface, seabed, and seashore, to more efficiently and accurately monitor large marine ecosystems.				Stierhoff, Kevin L/A-7624-2013	Stierhoff, Kevin L/0000-0002-3058-0312												0025-3324	1948-1209				MAR-APR	2015	49	2					87	98		10.4031/MTSJ.49.2.9							WOS:000355064500010						
J	Scott, CL; Falk-Petersen, S; Sargent, JR; Hop, H; Lonne, OJ; Poltermann, M				Scott, CL; Falk-Petersen, S; Sargent, JR; Hop, H; Lonne, OJ; Poltermann, M			Lipids and trophic interactions of ice fauna and pelagic zooplankton in the marginal ice zone of the Barents Sea	POLAR BIOLOGY												Gammarus wilkitzkii, Apherusa glacialis, Onismus nanseni, Onismus glacialis, Boreogadus saida, Parathemisto libellula and Calanus hyperboreus, collected in late June in the Barents Sea marginal ice zone, contained substantial levels (28-51% of the dry mass) of total lipid, the highest levels (51% and 41% respectively) being in A. glacialis and C. hyperboreus. Neutral lipids were present in greater amounts than polar lipids in all species. Triacylglycerols were major neutral lipids in A. glacialis, G. wilkitzkii and O. nanseni; triacylglycerols and wax esters were present in similar amounts in O. glacialis; higher levels of wax esters than triacylglycerols occurred in P. libellula; wax esters greatly exceeded triacylglycerols in C. hyperboreus, the opposite being true for B. saida. Diatom fatty acid markers were prominent in the triacylglycerols of G. wilkitzkii, O. nanseni, O. glacialis and, particularly, of A. glacialis; 20:1(n-9) and 22:1(n-11) moieties were abundant in wax esters of G. wilkitzkii, O. nanseni, O. glacialis, P. libellula and C. hyperboreus, and in triacylglycerols of B. saida. We deduce that A. glacialis feeds mainly on ice algae and phytodetritus, G. wilkitzkii and the Onismus spp. feed on calanoid copepods as well as ice algae, whereas P. libellula and especially B. saida feed extensively on calanoid copepods.				Lonne, Ole Jorgen/E-3539-2013													0722-4060					FEB	1999	21	2					65	70		10.1007/s003000050335							WOS:000078097400001						
J	Rochat, S; Egger, J; Chaintreau, A				Rochat, S.; Egger, J.; Chaintreau, A.			Strategy for the identification of key odorants: Application to shrimp aroma	JOURNAL OF CHROMATOGRAPHY A												The GC-SNIF technique was used to obtain the olfactograms of shrimps, and their impact odorants were identified by MS hyphenated to the GC/olfactometric system and by comprehensive two-dimensional GC hyphenated to a time-of-flight MS. Confirming these identifications by their linear retention indices required application of a new strategy to compare retention indices between both instruments and with the in-house database. The aldehydes were confirmed by using their pentafluorophenylhydrazone derivatives, and 2-ethyl-3,5-dimethyl pyrazine had to be resolved from co-eluting compounds and then identified by multidimensional GC hyphenated to an MS and a sniff port. In both shrimp products, the most important odorants were trimethylamine. 2-acetyl-1-pyrroline, and 2-ethyl-3,5-dimethyl pyrazine, together with common carbonyl compounds. (C) 2009 Elsevier B.V. All rights reserved.					Alain, Chaintreau/0000-0002-1665-0521												0021-9673	1873-3778				SEP 4	2009	1216	36					6424	6432		10.1016/j.chroma.2009.07.014							WOS:000269393700011	19651413					
J	Metillo, EB; Ritz, DA				Metillo, EB; Ritz, DA			Differential chemosensory feeding behaviour by three co-occurring mysids (Crustacea, Mysidacea) from southeastern Tasmania	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY												Three mysid species showed differences in chemosensory feeding as judged from stereotyped food capturing responses to dissolved mixtures of feeding stimulant (either betaine-HCl or glycine) and suppressant (ammonium). The strongest responses were to 50:50 mixtures of both betaine-ammonium and glycine-ammonium solutions. In general, the response curve to the different mixtures tested was bell-shaped. Anisomysis mixta australis only showed the normal curve in response to the glycine-ammonium mixture. The platykurtic curve for Tenagomysis tasmaniae suggests a less optimal response to the betaine-HCl-ammonium solution. Paramesopodopsis rufa reacted more strongly to the betaine-ammonium than to the glycine-ammonium solutions, and more individuals of this species responded to both solutions than the other two species. It is suggested that these contrasting chemosensitivities of the three coexisting mysid species serve as a means of partitioning the feeding niche. (C) 2002 Elsevier Science Inc. All rights reserved.				METILLO, EPHRIME B./AAF-6497-2020	METILLO, EPHRIME B./0000-0001-7162-9891												1095-6433	1531-4332				FEB	2003	134	2					399	408	PII S1095-6433(02)00293-3	10.1016/S1095-6433(02)00293-3							WOS:000181525500018	12547270					
J	El-Sabaawi, R; Dower, JF; Kainz, M; Mazumder, A				El-Sabaawi, Rana; Dower, John F.; Kainz, Martin; Mazumder, Asit			Characterizing dietary variability and trophic positions of coastal calanoid copepods: insight from stable isotopes and fatty acids	MARINE BIOLOGY												The spring zooplankton community in the Strait of Georgia (British Columbia, Canada) is characterized by the presence of several calanoid copepod species which collectively make up 90% of the mezozooplankton biomass. Here, we investigate interspecific, interannual, and geographic variability in the diets and trophic positions of these copepods using a combination of fatty acids and stable isotopes. To characterize geographic variability in diet, we compare our findings from the Strait of Georgia with similar data from Ocean Station P in the subarctic northeast Pacific. Both fatty acid and stable isotope signatures indicate the existence of three trophic levels, even within the limited size range of these copepods: Neocalanus plumchrus and Calanus marshallae are primarily omnivorous, while Euchaeta elongata is carnivorous and Eucalanus bungii is herbivorous. Fatty acid markers of trophic position (e.g., DHA/EPA, 18:1n-9/18:1n-7) correlate significantly with delta N-15, while markers indicating the proportion of diatoms to flagellates in the diet (e.g., 16PUFA/18PUFA and DHA/EPA) correlate significantly with delta C-13, after the effect of lipid concentration on delta C-13 is accounted for. Despite the general correlation between stable isotopes and fatty acids, the former are not sensitive enough to capture the range of interannual variability observed in the latter, and can only capture substantial shifts in the diet over geographic scales. However, regardless of variability in food quality, the relative trophic positions of these copepods do not change significantly either spatially or temporally.				Kainz, Martin/AAG-6268-2021													0025-3162	1432-1793				FEB	2009	156	3					225	237		10.1007/s00227-008-1073-1							WOS:000262578800001						
J	Korneliussen, RJ; Ona, E				Korneliussen, RJ; Ona, E			An operational system for processing and visualizing multi-frequency acoustic data	ICES JOURNAL OF MARINE SCIENCE												Calibrated and digitized data from two or more discrete echosounder frequencies call be combined for the purpose of separating and extracting the acoustic scattering from zooplankton and fish in mixed recordings. This method is also useful for quantifying the relative contribution of each frequency to the total acoustic-backscattering when scrutinizing records in large-scale, acoustic Surveys. Echosounder hardware requirements are defined which would permit the ideal extraction of such information. These include calibration, transducer specification, pulse resolution and digital representation of the signals. During this initial Study a special version of the Simrad EK500 multi-frequency, split-beam echosounder and the Bergen Echo Integrator (BEI) post-processing system were used. The echosounder transmitted pulses simultaneously at four frequencies, 18, 38, 120 and 200 kHz and transferred the received signals to the post-processing system in calibrated, raw, digitized format. Methods arc described for echogram manipulation and for the construction of new, synthetic, combined frequency [c(f)] echograms. Examples of extracted scattering information from mixed layers of fish and small scattering-organisms, such as copepods and euphausiids, are shown, and the potential of the method is discussed. (C) 2002 International Council for the Exploration of the Sea. Published by Elsevier Science Ltd. All rights reserved.																	1054-3139	1095-9289				APR	2002	59	2					293	313		10.1006/jmsc.2001.1168							WOS:000176335000005						
J	Dissemond, J; Goos, M				Dissemond, J; Goos, M			Proteolytic enzymes in wound-bed preparation of chronic wounds	HAUTARZT												In the past few years,several different proteolytic enzymes have been shown to be effective in conditioning the chronic wound beds.The use of proteolytic enzymes in wound-bed preparation enables a selective painless debridement.Moreover multiple positive effects on formation of granulation tissue and re-epithelialization have been observed.Therefore, a faster overall healing of chronic wounds may result. Moreover, numerous positive effects on a rapid induction of granulation are discussed.The supporting data do not fulfill the criteria of evidence-based medicine. For most chronic wounds today, enzymatic debridement represents a first choice method especially for outpatients and perhaps in combination with surgical debridement.																	0017-8470	1432-1173				NOV	2003	54	11					1073	1079		10.1007/s00105-003-0582-6							WOS:000186798600007	14593465					
J	Shaw, CT; Peterson, WT; Feinberg, LR				Shaw, C. Tracy; Peterson, William T.; Feinberg, Leah R.			Growth of Euphausia pacifica in the upwelling zone off the Oregon coast	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY												Growth rates and intermolt periods for Euphausia pacifica were determined from individual growth rate (IGR) experiments carried out over a 7-year period (2000-2006) on euphausiids collected off the Oregon Coast. Adult growth rates averaged 0.020 mm total length (TL) day(-1) during the summer upwelling season and 0.011 mm TL day(-1) during the winter downwelling season. Average intermolt period (IMP) was 8 d during upwelling and 11 d during downwelling. Growth rates and IMPs were highly variable, and were not related to surface chl-a concentration or length of the euphausiid. Negative growth occurred at all times of year. Negative growth rates during winter downwelling were most likely related to poor feeding conditions, while negative growth rates during the summer upwelling season were likely a result of the euphausiids investing ingested energy towards reproduction rather than somatic growth. Growth rates from this study using the IGR method were generally lower than E. pacifica growth rates from other studies that used the cohort analysis method. Since negative growth rates are difficult to capture using cohort analysis, we calculated a seasonal growth rate using only the positive values from our experiments to compare with cohort analysis growth rates. These seasonal positive growth rates were 0.08 mm TL d(-1) (2.4 mm month(-1)) for the upwelling season and 0.04 mm TL d(-1) (1.2 mm month(-1)) for the downwelling season, equivalent to weight-specific growth rates of 0.0135 d(-1) (upwelling) and 0.0089 d(-1) (downwelling), and are comparable to rates obtained in other studies using cohort analysis. Highest annual growth rates during upwelling were measured in 2004 (warm) and 2006 (cold), suggesting that E. pacifica is less affected by warm and cool periods than other types of zooplankton, such as copepods. (C) 2009 Elsevier Ltd. All rights reserved.																	0967-0645	1879-0100				APR	2010	57	7-8					584	593		10.1016/j.dsr2.2009.10.008							WOS:000277069300010						
J	Palsdottir, HM; Gudmundsdottir, A				Palsdottir, Helga Margret; Gudmundsdottir, Agusta			Expression and purification of a cold-adapted group III trypsin in Escherichia coli	PROTEIN EXPRESSION AND PURIFICATION												The recently classified group III trypsins include members like Atlantic cod (Gadus morhua) trypsin Y as well as seven analogues from other cold-adapted fish species. The eight group Ill trypsins have been characterized from their cDNAs and deduced amino acid sequences but none of the enzymes have been isolated from their native sources. This study describes the successful expression and purification of a recombinant HP-thioredoxin-trypsin Y fusion protein in the His-Patch ThioFusion Escherichia coli expression system and its purification by chromatographic methods. The recombinant form of trypsin Y was previously expressed in Pichia pastoris making it the first biochemically characterized group III trypsin. It has dual substrate specificity towards trypsin and chymotrypsin substrates and demonstrates an increasing activity at temperatures between 2 and 21 degrees C with a complete inactivation at 30 degrees C. The aim of the study was to facilitate further studies of recombinant trypsin Y by finding an expression system yielding higher amounts of the enzyme than possible in our hands in the P. pastoris system. Also, commercial production of trypsin Y will require an efficient and inexpensive expression system like the His-Patch ThioFusion E coli expression system described here as the enzyme is produced in very low amounts in the Atlantic cod. (c) 2006 Elsevier Inc. All rights reserved.																	1046-5928	1096-0279				FEB	2007	51	2					243	252		10.1016/j.pep.2006.06.008							WOS:000244210100014	16879980					
J	Pakhomov, EA; McQuaid, CD				Pakhomov, EA; McQuaid, CD			Distribution of surface zooplankton and seabirds across the Southern Ocean	POLAR BIOLOGY												Surface zooplankton and seabird densities and community composition in the Atlantic (between Cape Town and Sanae) and Pacific (between New Zealand and the Ross Sea) sectors of the Southern Ocean are described and related to oceanographic features. Samples were collected during two return voyages aboard the MV Benjamin Bowring as part of the Transglobe Expedition (1979-1981). High abundances of surface zooplankton and seabirds were consistently observed within the main frontal systems of the Southern Ocean. Generally, on a mesoscale significant correlations between surface temperature and the distribution of zooplankton or seabirds were observed. On a macroscale, the geographical positions of the zooplankton and seabird communities coincided with specific water masses, The results of this study suggest that appropriate food availability rather than water temperature is important for the determination of seabird distribution. The ecological importance of the recently described frontal zone associated with the northern boundary of the maximum winter expansion of sea ice is confirmed by biological data obtained in this study.				McQuaid, Christopher/AAT-3725-2020	McQuaid, Christopher/0000-0002-3473-8308												0722-4060					APR	1996	16	4					271	286		10.1007/s003000050054							WOS:A1996UE93200006						
J	Cottier, FR; Tarling, GA; Wold, A; Falk-Petersen, S				Cottier, Finlo R.; Tarling, Geraint A.; Wold, Anette; Falk-Petersen, Stig			Unsynchronized and synchronized vertical migration of zooplankton in a high arctic fjord	LIMNOLOGY AND OCEANOGRAPHY												We measured vertical migration of zooplankton in an arctic fjord at 79 degrees N between June and September 2002 and transcending a period of continuous illumination to one of true day and night to investigate the changing influence of light cues on behavior. Observations made with a moored 300 kHz acoustic Doppler current profiler indicated that two modes of vertical migration occurred during the study period. During the weeks of continuous illumination, backscatter data indicated that there was no net vertical displacement of the population at any time during the 24-h period, but vertical velocity showed a continuous net downward movement in the surface layers and a net upward movement at depth. We interpreted this as unsynchronized vertical migrations by individuals with upward trajectories that slowed closer to the surface and downward trajectories that were most rapid in their initial phases. Synchronized migrations, seen as an upward and downward movement of scattering layers at dusk and dawn respectively, began once true nighttime resumed toward autumn. It is likely that the relative rate of change in light was used as the proximal cue for synchronized migrations. Concurrent net samples identified Calanus finmarchicus and C. glacialis as the most likely contributors to the unsynchronized migration patterns. The high backscatter of the synchronized scattering layers suggests that they included additional taxa such as the euphausiid Thysanoessa spp., the pteropod Limacina helicina, or the hyperiid amphipod Themisto spp.				Cottier, Finlo/K-6277-2012	Cottier, Finlo/0000-0002-3068-1754												0024-3590	1939-5590				NOV	2006	51	6					2586	2599		10.4319/lo.2006.51.6.2586							WOS:000242265700008						
J	Takahashi, Y; Kamata, A; Konishi, T				Takahashi, Yoshinori; Kamata, Akira; Konishi, Tatsuya			Dipeptidyl peptidase-IV inhibitory peptides derived from salmon milt and their effects on postprandial blood glucose level	FISHERIES SCIENCE												The hydrolysate of Oncorhynchus keta (chum salmon) milt was found to exhibit strong inhibitory activity against dipeptidyl peptidase-IV (DPP-IV), and the hypoglycaemic effect of these salmon milt peptides (SMPs) was confirmed using oral starch tolerance tests in Sprague-Dawley rats. Specifically, the oral administration of SMPs at a dose of 300 mg/kg body weight for 1 week resulted in a significant decrease in the blood glucose level of the rats 60 min after starch consumption compared with the control. The bioassay-guided separation of SMPs, using a combination of column chromatographic techniques, led to the identification of 12 active di-, tri- and tetrapeptides, including four novel DPP-IV inhibitory peptides, namely Phe-Pro-Val-Gly, Leu-Pro-Val-Leu, Val-Pro-Phe-Pro and Ile-Pro-Leu. Among these 12 peptides, Ile-Pro contributed the most (1.3%) to the total DPP-IV inhibitory activity of SMPs. Therefore, SMPs may have the potential to be used as a suppressor of postprandial hyperglycaemia and to be considered a promising functional food material for the prevention of type II diabetes.					Takahashi, Yoshinori/0000-0002-5811-6175												0919-9268	1444-2906				JUL	2021	87	4					619	626		10.1007/s12562-021-01530-9		JUN 2021					WOS:000662134000001						
