state of progress ,To be reviewed by (insert name):ro,topic,authors,title,journal,abstract,publishingDate,publishingYear,doi,Comment
closed,Kawaguchi,overwintering,"ju s.-j., harvey h.r., shin h.-c., kim y., kang s.-h.",does antarctic krill employ body shrinkage as an overwintering strategy?,ocean and polar research,"to determine if antarctic krill employ body shrinkage as one of its overwintering mechanisms in the field, euphausia superba and euphausia crystallorophias were collected during fall and winter in and around marguerite bay through us southern ocean globec field programs during fall and winter 2001 and 2002. the relationships between the body length and weight of both krill species were exponentially correlated with no significant differences between the two species (p>0.05). the ratio between eye diameter and body length of individual krill was examined in an expectation that it could be used as an indicator of the body shrinkage as previously suggested by shin and nicol (2002). these ratios were significantly different between the two krill species. especially, e. crystallorophias had bigger eyes than e. superba. in both krill species, eye diameters were highly correlated with body lengths (regression coefficients ≥ 0.70). for e. crystallorophias, no significant differences of the ratio of eye diameter/body length were detected between fall and winter. even though the ratios for e. superba were seasonally varied, it was not clear whether body shrinkage was an actual and critical overwintering mechanism for the krill population found in this study area. these results suggest that some individuals of e. superba might experience the body shrinkage during a part of their life, but this morphological index alone (eye diameter/body length) may be insufficient to unambiguously separate the shrunk krill from the non-shrunk ones in the field-collected animals.",,2004,10.4217/opr.2004.26.4.679,
closed,Liszka,overwintering,"trathan, pn; ratcliffe, n; masden, ea","ecological drivers of change at south georgia: the krill surplus, or climate variability",ecography,"macaroni penguins eudyptes chrysolophus are thought to be one of the most important mesopredators in the southern ocean having a greater impact on prey availability and abundance than any other seabird species. their population centre has long been held to be south georgia where populations were thought to comprise many million animals. here we report the results of a recent census of the macaroni population at south georgia undertaken using aerial survey methods. we report dramatic declines in numbers (similar to 1.0 million breeding pairs) compared to numbers observed in the late 1970s (similar to 5.4 million pairs), but show that these reductions have occurred principally at sites where numbers had previously been very large. during the breeding season, the main foraging grounds of birds from these sites overlap with the foraging grounds of antarctic fur seals arctocephalus gazella, a major competitor for their principal prey, antarctic krill euphausia superba. we suggest that the redistribution of the macaroni penguin population at south georgia reflects the recent recovery of fur seal populations and thus the ongoing consequences of human intervention at south georgia, a process which started more than 2 centuries previously. the implied resource competition and the observed population changes may also be exacerbated by recent reductions in antarctic krill abundance which have been linked with reductions in seasonal sea ice following recent, rapid, regional warming in the antarctic; however, the recovery of fur seal populations, and the ongoing recovery of krill-eating whale populations argues that tropho-dynamic interactions may be sufficient to explain the observed changes.",nov,2012,10.1111/j.1600-0587.2012.07330.x,"no information extracted; results presented are macaroni penguin colony size change in context of recovering predator populations, krill surplus hypothesis & climatic change"
closed,Green,overwintering,"auerswald, l; pape, c; stubing, d; lopata, a; meyer, b","effect of short-term starvation of adult antarctic krill, euphausia superba, at the onset of summer",journal of experimental marine biology and ecology,"we investigated the effect of short-term starvation (18 days) on the physiology of adult euphausia superba from the lazarev sea at the onset of summer. metabolic data, elemental and biochemical composition as well as morphological parameters revealed that, at the beginning of the experiment, krill was in transition from winter to summer physiology, with some features typical for late winter/spring (low lipid reserves, low c:n ratio, elevated on ratio) and others for summer (high respiration rates, high mdh activity, large green digestive gland, short intermoult period (imp) and fast growth). starvation reduced body reserves drastically by more than 1% c per day. in relative terms, lipids (40%) and glycogen (30%) were reduced most and proteins by 10% of the initial value. absolute consumption, however, was approximately 4% dm for lipids and proteins each, whereas contribution of glycogen was negligible. within lipids, triacylglycerols (tag) and phospholipids (pl) fell most dramatically from already low levels by 84% and 39%, respectively. phosphatylcholine (pc) constituted 57% of pl and declined by 46%. as a result, proportions of the lipid classes changed with sterols increasing relatively. metabolite changes were similar in cephalothorax and abdomen, although tag in the cephalothorax fell more drastically. high metabolic activity at the beginning of starvation was quickly reduced to reach 53% after 18 days, accompanied by a reduction in the abdominal activity of malate dehydrogenase (mdh) by 25%. our results may provide some explanation why recruitment of some year-classes of krill fails. despite execution of the experiment in spring (i.e. transitional physiology state) and its short duration, some changes in the activity of metabolic enzymes in the abdomen, representing lipolytic, glycolytic and proteolytic pathways, respectively, were measured. rising activities of 3-hydroxyacyl-coa dehydrogenase (hoad) and glyceralaldehyde-3-phosphate dehydrogenase (gapdh) indicated increased lipolytic and glycolytic fluxes, respectively, whereas declining glutamate dehydrogenase (gludh) activity suggests reduced proteolytic flux. activities of other enzymes from protein catabolism, alanine aminotransferase (alaat) and aspartate aminotransferase (aspat), however, remained unchanged. ratios calculated from these trends indicated a declining importance of protein use during the course of starvation compared with consumption of lipids and glycogen. these results suggest that constant-proportion enzymes from different catabolic pathways, and calculated ratios thereof, may be useful in detecting shifts between the consumption of different body reserves. (c) 2009 elsevier b.v. all rights reserved.",Nov 30,2009,10.1016/j.jembe.2009.09.011,
closed,Green,overwintering,"brierley, as; watkins, jl","effects of sea ice cover on the swarming behaviour of antarctic krill, euphausia superba",canadian journal of fisheries and aquatic sciences,"much of the distribution range of antarctic krill, euphausia superba, is covered by permanent or seasonal sea ice. sea ice extent has been implicated as a major factor affecting reproductive success of krill and krill dispersal, but little is known of the way in which ice cover may influence krill behaviour. this is largely because the under-ice environment is difficult to study. ship-borne echosounders have, however, detected krill aggregations in midwater in ice-covered regions. we used 120-khz echograms collected underway during three cruises that crossed ice-covered and adjacent open waters in the bellingshausen, weddell, and scotia seas to compare morphological and next-neighbour characteristics of krill swarms within and without ice cover. no significant differences were detected between the horizontal and vertical extent of swarms or swarm next-neighbour distance in ice-covered or open waters. distributions of swarm mid-depths did, however, differ significantly between ice-covered and open areas in all three seas, although the direction of difference was not the same in each instance: swarms in the weddell and scotia seas were generally shallower under ice than in open water, whereas in the bellingshausen sea the opposite prevailed.",,2000,10.1139/cjfas-57-s3-24,
closed,Kawaguchi,overwintering,"teschke, m; kawaguchi, s; meyer, b","effects of simulated light regimes on maturity and body composition of antarctic krill, euphausia superba",marine biology,"the effect of different light regimes on the development of sexual maturity and body composition (carbon, nitrogen, lipid and protein) of antarctic krill, euphausia superba, was studied over 12 weeks under laboratory conditions. krill were exposed to light-cycle regimes of variable intensity to simulate southern ocean summer, autumn and winter conditions, respectively using: (1) continuous light (ll; 200 lux max), (2) 12-h light and 12-h darkness (ld 12:12; 50 lux max), and (3) continuous darkness (dd). the sexual maturity of female and male krill exposed to ll and ld 12:12 showed an accelerated succession of external maturity stages during the experimental period, while krill exposed to continuous darkness showed no changes in external maturity during the course of the study. changes in the maturity development of krill between the different light regimes are reflected in changes in body composition. krill exposed to ll and ld 12:12 showed an increase in lipid utilization, indicating that the development of external maturation may be fuelled preferentially by lipid reserves. in contrast, values of total lipid content of krill held under continuous darkness indicated an unchanged lipid catabolism during the course of the study. thus, the maturity development of krill was affected either directly or indirectly by the different simulated light conditions. based on these results, and observations on the effects of simulated light regimes on feeding and metabolic rates of krill available from a previous study, we suggest that the antarctic light regime is an essential cue governing the seasonal cycle of krill physiology and maturity, and highlight the importance of this environmental factor in the life history of krill.",apr,2008,10.1007/s00227-008-0925-z,
closed,Rombolá,overwintering,"huntley m.e., nordhausen w., lopez m.d.g.","elemental composition, metabolic activity and growth of antarctic krill euphausia superba during winter",marine ecology progress series,[no abstract available],,1994,10.3354/meps107023,
closed,Halfter,overwintering,"mayzaud, p; albessard, e; virtue, p; boutoute, m",environmental constraints on the lipid composition and metabolism of euphausiids: the case of euphausia superba and meganyctiphanes norvegica,canadian journal of fisheries and aquatic sciences,"antarctic (euphausia superba) and northern krill (meganyctiphanes norvegica) are characterised by large scale spatial distributions. euphausia superba is limited to the southern ocean, while m. norvegica is present from the arctic ocean to the mediterranean sea. euphausia superba structural lipids showed little mesoscale variability. specific differences between phosphatidylcholine and phosphatidylethanolamine fatty acid composition exceeded variability related to sampling stations. on a larger scale (southern ocean), fatty acid composition of both total polar lipids and phosphatidylcholine confirmed the reduced level of regional variability. similar comparisons between female m. norvegica collected at two extreme sites in terms of temperature regime (kattegat and ligurian sea) during two season (spring-summer and fall-winter) suggested a more complex picture. levels of phosphatidylethanolamine, lysophosphatidylcholine. and diphosphatidylglycerol showed significant differences between sites. during spring-summer, a lower content of phosphatidylethanolamine and lysophosphatidylcholine was observed for the ligurian sea population. fatty acid composition of total polar lipids was significantly different at both sites. comparisons between spring-summer populations at both sites showed higher percentages of 22:6n-3 and a lower content in saturated and monoenoic acids for the ligurian sea, suggesting some degree of adaptation to temperature regime.",,2000,https://doi.org/10.1139/f00-181,"Corrected doi, no information extracted"
closed,Liszka,overwintering,"silk, jrd; thorpe, se; fielding, s; murphy, ej; trathan, pn; watkins, jl; hill, sl",environmental correlates of antarctic krill distribution in the scotia sea and southern drake passage,ices journal of marine science,"antarctic krill is a key prey species for many vertebrate and invertebrate predators in the southern ocean; it is also an abundant fishery resource in the scotia sea and southern drake passage. here, we identify environmental correlates of krill distribution utilizing acoustic data collected during an extensive international survey in january 2000. separate models (at scales of 10-80 nautical miles) were derived for the full study area and for each of four subregions: northern and southern shelf waters, the seasonally ice-covered open ocean, and the generally ice-free open ocean. krill distribution was strongly correlated with bathymetry; densities were higher over island shelves and shelf breaks and decreased with increasing distance offshore. low krill densities occurred in areas of low chlorophyll concentration and high geostrophic velocity. krill distribution was also related to sea level anomaly but relationships were not consistent between subregions. the models explained a maximum of 44% of the observed deviance in krill density, but did not reliably identify areas of high krill density in the open ocean, and explained a small proportion of the deviance (16%) in offshore areas covered seasonally by sea ice, probably because of the strong, residual influence of retreated ice. the commercial krill fishery is currently concentrated in shelf areas, where high densities of krill are most predictable. as krill are not predictable in the open ocean, the fishery is likely to remain principally a near-shore operation, and should be managed accordingly.",sep-oct,2016,10.1093/icesjms/fsw097,no information extracted; parameters contained within paper are results of a GAM correlating krill density with environmental variables
closed,Green,overwintering,"liu, mt; tao, zc; zhang, y; yang, g; sun, s; li, cl; le, ff",feeding strategies of euphausia superba in the eastern south shetland islands in austral summer,acta oceanologica sinica,"euphausia superba is a key species in the southern ocean that serves as a link between primary production and higher trophic levels. to investigate the feeding strategies of e. superba from the eastern south shetland islands, fatty acid biomarkers, stable isotope signatures, and an incubation experiment were conducted. the results of the incubation experiment proved that adult e. superba mainly fed on 2-20 mu m particles, demonstrating the importance of nanoplankton in their diet. moreover, significant positive relationships between delta n-15 and body size demonstrated that size-related dietary shifts were present in e. superba. evidence from principal component analysis and the c16:1 omega 7/c18:4 omega 3 ratio showed that juveniles preferentially fed on dinoflagellates and adults were more likely to feed on diatoms. fatty acid profiles in adult e. superba roughly mirrored the different trophic conditions and feeding strategies between stations. adult e. superba at stas d2-07, d5-07, da-01 and da-02 exhibited elevated levels of c16:1 omega 7, c18:4 omega 3, c18:1 omega 9 and c18:1 omega 9/c18:1 omega 7, indicating higher levels of feeding on both phytoplankton and higher trophic diets. in contrast, adult e. superba at stas d1-03 and d1-04 were characterized by high levels of polyunsaturated fatty acids/saturated fatty acids ratios and low levels of c16:1 omega 7, c18:1 omega 7, c18:4 omega 3, c18:1 omega 9 and total fatty acids. we inferred that adult krill at stas d1-03 and d1-04 still suffered from difficult dietary conditions after overwintering. the different dietary conditions between stations suggest a highly plastic feeding strategy of e. superba in the eastern south shetland islands.",oct,2019,10.1007/s13131-019-1392-8,
closed,Green,overwintering,"tarling, ga; hill, s; peat, h; fielding, s; reiss, c; atkinson, a",growth and shrinkage in antarctic krill euphausia superba is sex-dependent,marine ecology progress series,"the ability of antarctic krill euphausia superba dana to withstand the overwintering period is critical to their success. laboratory evidence suggests that krill may shrink in body length during this time in response to the low availability of food. nevertheless, verification that krill can shrink in the natural environment is lacking because winter data are difficult to obtain. one of the few sources of winter krill population data is from commercial vessels. we examined length-frequency data of adult krill (> 35 mm total body length) obtained from commercial vessels in the scotia-weddell region and compared our results with those obtained from a combination of science and commercial sampling operations carried out in this region at other times of the year. our analyses revealed body-length shrinkage in adult females but not males during winter, based on both the tracking of modal size classes over seasons and sex-ratio patterns. other explanatory factors, such as differential mortality, immigration and emigration, could not explain the observed differences. the same pattern was also observed at south georgia and in the western antarctic peninsula. fitted seasonally modulated von bertalanffy growth functions predicted a pattern of overwintering shrinkage in all body-length classes of females, but only stagnation in growth in males. this shrinkage most likely reflects morphometric changes resulting from the contraction of the ovaries and is not necessarily an outcome of winter hardship. the sex-dependent changes that we observed need to be incorporated into life cycle and population dynamic models of this species, particularly those used in managing the fishery.",Apr 7,2016,10.3354/meps11634,
closed,Kawaguchi,overwintering,"miwa, s; kamaishi, t; matsuyama, t; hayashi, t; naganobu, m","histopathology of antarctic krill, euphausia superba, bearing black spots",journal of invertebrate pathology,"small black spots have been noticed on the cephalothorax of antarctic krill, euphausia superba, since january, 2001. to study the nature of the black spots, the krill were sampled in the winter of 2003, 2006, and 2007 in the south georgia region, the antarctic ocean. histological observations revealed that the black spots were melanized nodules that were composed of hemocytes surrounding either bacteria of amorphous material. in the 2007 samples, 42% of the krill had melanized nodules. most of the nodules had an opening on the body surface of the krill. a single melanized nodule often contained more than one type of morphologically distinct bacterial cell. three bacteria were isolated from these black spots, and classified into either psychrobacter or pseudoalteromonas based on the sequences of 16s rrna genes. more than three bacterial species or strains were also confirmed by in situ hybridization for 16s rrna. the melanized nodules were almost always accompanied by a mass of atypical, large heteromorphic cells, which were not observed in apparently healthy krill. unidentified parasites were observed in some of the krill that had melanized nodules. these parasites were directly surrounded by the large heteromorphic cells. histological observations suggested that these heteromorphic cells were attacking the parasites. these results suggest the possibility that the krill had been initially affected by parasite infections, and the parasitized spots were secondary infected by environmental bacteria after the parasites had escaped from the host body. (c) 2008 elsevier inc. all rights reserved.",jul,2008,10.1016/j.jip.2008.04.004,
closed,Green,overwintering,"zhu, gp; zhang, ht; song, q; yang, y; wang, sq; yang, qy",inferring trophic variation for antarctic krill (euphausia superba) in the antarctic peninsula from the austral fall to early winter using stable isotope analysis,acta oceanologica sinica,"the antarctic krill (euphausia superba) is a key species in the southern ocean ecosystem and an important link in the food web of the antarctic ecosystem. the trophic information for this species during the transition from the austral fall to the winter is important to understand its poorly known overwintering mechanisms. however, the few studies on the topic differ in their results, in terms of both spatial and temporal variables. we investigated the size dependence and monthly and regional variation in delta c-13 and delta n-15 values of adult krill in the antarctic peninsula, in the austral fall (april to may) and the early winter (june). we aimed to examine the trophic variations of krill occurred during this period, and the relationship between krill and their feeding environment in the antarctic marine ecosystem. the following results were obtained: (1) no significant relationship was observed between size and the delta c-13 value of krill, but the delta n-15 value of krill presented a remarkable association with size; (2) the delta c-13 values of krill increased during the austral fall, but no remarkable variation existed at the onset of winter, and the delta n-15 values were not significant different during this period; (3) mean delta n-15 values of krill differed significantly between the bransfield strait and the south shetland islands. our data imply that adult krill present size-, season-, and region-dependent trophic variation during the transition from austral fall to early winter in the antarctic peninsula.",jun,2018,10.1007/s13131-018-1176-6,
closed,Liszka,overwintering,"fielding, s; watkins, jl; trathan, pn; enderlein, p; waluda, cm; stowasser, g; tarling, ga; murphy, ej","interannual variability in antarctic krill (euphausia superba) density at south georgia, southern ocean: 1997-2013",ices journal of marine science,"antarctic krill (euphausia superba) are a key species in southern ocean ecosystems, maintaining very large numbers of predators, and fluctuations in their abundance can affect the overall structure and functioning of the ecosystems. the interannual variability in the abundance and biomass of krill was examined using a 17-year time-series of acoustic observations undertaken in the western core box (wcb) survey area to the northwest of south georgia, southern ocean. krill targets were identified in acoustic data using a multifrequency identification window and converted to krill density using the stochastic distorted-wave born approximation target strength model. krill density ranged over several orders of magnitude (0-10 000 g m(-2)) and its distribution was highly skewed with many zero observations. within each survey, the mean krill density was significantly correlated with the top 7% of the maximum krill densities observed. hence, only the densest krill swarms detected in any one year drove the mean krill density estimates for the wcb in that year. wcb krill density (mu, mean density for the area) showed several years (1997/1998, 2001-2003, 2005-2007) of high values (mu, 30 g m(-2)) interspersed with years (1999/2000, 2004, 2009/2010) of low density (mu, 30 g m(-2)). this pattern showed three different periods, with fluctuations every 4-5 years. cross correlation analyses of variability in krill density with current and lagged indices of ocean (sea surface temperature, sst and el nino/southern oscillation) and atmospheric variability (southern annular mode) found the highest correlation between krill density and winter sst (august sst) from the preceding year. a quadratic regression (r(2) = 0.42, p < 0.05) provides a potentially valuable index for forecasting change in this ecosystem.",nov-dec,2014,10.1093/icesjms/fsu104,
closed,Green,overwintering,"saunders, ra; brierley, as; watkins, jl; reid, k; murphy, ej; enderlein, p; bone, dg","intra-annual variability in the density of antarctic krill (euphausia superba) at south georgia, 2002-2005: within-year variation provides a new framework for interpreting previous 'annual' estimates of krill density",ccamlr science,"upward-looking acoustic doppler current profilers (300 khz) and echo sounders (125 khz) were deployed on moorings on- and off-shelf to the northwest of south georgia between 14 october 2002 and 29 december 2005 to measure density of antarctic krill and environmental parameters continuously. a distinct seasonal pattern in krill density, recurring consistently over all three years, was detected. krill densities in winter were predominantly low (mean = 18.7 g m(-2), sd = 24.3), but had risen substantially by summer in each year (mean = 89.5 g m(-2), sd = 64.2). a sinusoidal regression model (period = 52 weeks) with time as the independent variable explained 64% of the observed week-to-week variation. estimates of krill density from moored instruments were not statistically different (p > 0.05) from estimates derived from standard ship-based krill surveys in adjacent time periods, suggesting that the point estimates from moored instruments were representative of krill density in a wider spatial context (ship surveys cover c. 100 x 100 km). data from moored instruments were used to explore whether high-frequency temporal variation (i.e. within-year) could have led to the perceived between-year variation in krill density arising from previous summer surveys in the south georgia western core box region between 1990 and 2005. comparison of these 'snap-shot' ship survey estimates with the observed pattern of within-year variability showed that some of the apparent 'year-to-year' variation could simply be attributed to sampling on different dates of the year (e.g. november cf. february). however, there were some survey estimates that were significantly different (p < 0.01) from the regression-predicted within-year variation. years that stand out for markedly low krill density (i.e. densities below the range expected due to intra-annual variation) were 1993/94, 1998/99 and 1999/2000. moored instruments provide valuable data that could be important for ecosystem-based management at south georgia because, for example, they will enable predator-prey functional responses to be explored there for the first time at appropriate temporal scales, and will enable hypotheses relating variation in krill abundance to physical oceanographic variability to be tested.",,2007,,
closed,Green,overwintering,"virtue, p; kawaguchi, s; mcivor, j; nicol, s; wotherspoon, s; brown, m; casper, r; davenport, s; finley, l; foster, j; yoshida, t; yoshiki, t",krill growth and condition in western indian ocean sector of the southern ocean 30-80 degrees e in austral summer 2006,deep-sea research part ii-topical studies in oceanography,"krill growth and physiological condition were measured during the baseline research on oceanography, krill and the environment - west (broke-west) large-scale survey of the western indian ocean sector (30-80 degrees e) of the southern ocean. krill growth and condition were related to sea-surface temperature (sst) and chlorophyll a levels. estimates of antarctic krill growth were obtained using the instantaneous growth rate (igr) technique, which reflects in situ growth of krill during the intermoult period prior to capture. a total of 10,362 krill were incubated in the igr experiments conducted on board the research vessel. the average growth rate ranged between 1.8-9.6% of body length throughout the study area (n=1557). juvenile and sub-adult krill showed higher growth rates compared to adults. growth decreased with size for krill of all maturity classes, with the largest krill (total length >50 mm) expressing negative growth. on average, mean growth was higher (6.5%) in the western section (30-55 degrees e) of the study area compared to the east (56-80 degrees e) (4.2%). in the western section significantly higher growth rates were recorded for krill sampled close to the ice-edge (8.4%) compared to the open ocean (4.2%), which may be due to the presence of phytoplankton blooms associated with the retreating sea ice. however, in the eastern sector higher growth rates occurred in krill from the open ocean compared to the krill caught in areas closer to the coast (5.4% and 2.6% respectively). krill condition was measured in terms of digestive gland size as a percentage of carapace length. the size of krill digestive gland relative to carapace length ranged from 0.46 to 0.66 (n=2403). a significant positive correlation was found between growth rate and size of the digestive gland (r(2)=0.7), indicating that growth is related to feeding events. both digestive gland size and krill growth significantly increased with increasing chlorophyll a levels and declining sst. crown copyright (c) 2009 published by elsevier ltd. all rights reserved.",may,2010,10.1016/j.dsr2.2008.11.035,
closed,Liszka,overwintering,"atkinson, a; ward, p; hill, a; brierley, as; cripps, gc","krill-copepod interactions at south georgia, antarctica, ii. euphausia superba as a major control on copepod abundance",marine ecology progress series,"euphausia superba thereafter 'krill') and copepods are major zooplankton taxa in the southern ocean, but there is little information on how they interact. this paper investigates their coincidence across a wide range of temporal and spatial scales to examine whether copepod distribution is related to that of krill. during 2 summers of high krill abundance near south georgia (1996 and 1993) copepod abundance was <40% of that during an abnormally low krill year (1994). no such depletion was found north of the polar front, where krill were rare. analysis of 2 mesoscale data sets showed that krill, rather than food or environmental factors, were most strongly implicated in copepod distribution. an area of persistently high krill abundance just north of south georgia was characterised by exceptionally few copepods. fine-scale relationships between patches of krill and copepods were studied with a longhurst hardy plankton recorder. within krill swarms copepod abundance was low, but more dispersed krill associated with high concentrations of copepods. copepods also appeared to live deeper and to make more extensive vertical migrations when krill were present. the inverse relationship between krill and copepod abundances thus occurred repeatedly and across a wide range of scales. the facts that krill swarms are mobile and were unrelated to hydrography further suggest that the inverse relationship was caused by krill. this could arise from competitive exclusion, direct predation or both. evidence for competition is that south georgia copepods rely on high phytoplankton biomass for recruitment and krill can remove this. predation is suggested by the fact that crustaceans were found in krill guts in this region during both summer and winter. during the 1996 summer, experiment tally derived predation rates on copepods, combined with krill biomass values, suggested a significant impact on small copepods. therefore we suggest that copepod numbers can be controlled by a combination of competition and predation by krill.",,1999,10.3354/meps176063,regressions are contained within the paper which relate krill biomass to copepod abundance but I have not entered them into the spreadsheet as krill biomass is the predictor variable for copepod abundance and results are interpreted as relating to top-down effects of krill presence on copepods (via predation or competition).
closed,Kawaguchi,overwintering,"ikeda t., dixon p., kirkwood j.","laboratory observations of moulting, growth and maturation in antarctic krill (euphausia superba dana)",polar biology,"observations of intermoult period, growth and maturation were made on krill which were transported from antarctic waters and maintained in the laboratory in australia over a three year period. the mean intermoult period (ip) for each of 10 specimens, with initial body lengths of 24.7=46.8 mm, kept at -0.5° c varied from 22.0 to 29.8 days (overall mean = 26.6 days). these measurements of ip are significantly longer than those obtained in some previous studies. differences in experimental temperatures, light, body sizes and growth patterns of the specimens between studies are unlikely to be causes of these dissimilar results. the pattern of changes in body length (bl) varies from one individual to the next. the greatest increase in bl over a series of 4-5 moults ranged from 0.024 to 0.070 mm/day, which is equivalent to 0.0020 to 0.0086/day in body weight, assuming exponential growth. this maximum growth rate is about half the rate predicted from the growth scheme of mauchline (1980) for wild krill. comparison of growth data for other euphausiids suggests that mauchline's scheme produces anomalous growth rate. the slower growth rate observed in the present study would extend the estimated life span of krill from 3-4 years, as calculated by mauchline (1980), to 4-7 years. if krill undergo body shrinkage during the antarctic winter the estimated life span might be even longer. examination of the external sexual characters of moults showed both progression and regression of maturity stage in association with changes in bl. © 1985 springer-verlag.",,1985,10.1007/bf00286811,
closed,Halfter,overwintering,"falk-petersen, s; hagen, w; kattner, g; clarke, a; sargent, j","lipids, trophic relationships, and biodiversity in arctic and antarctic krill",canadian journal of fisheries and aquatic sciences,"environmental seasonality is a critical factor in structuring polar marine ecosystems. the extensive data now available on the lipids of arctic and antarctic euphausiids show that all species are characterised by a seasonally high lipid content. and neutral lipids. whether wax esters or triacylglycerols, are primarily accumulated for reproduction. the arctic thysanoessa inermis and the antarctic euphausia crystallorophias contain high levels of wax esters and higher concentrations of 18:4(n-3) and 20:5(n-3) and a lower ratio of 18:1(n-9)/(n-7) fatty acids in their neutral lipids than the arctic thysanoessa raschii and the antarctic thysanoessa macrura and euphausia superba. large amounts of phytol in the lipids of t. raschii and e. crystallorophias during winter suggest the ingestion of decaying algae originating in sedimenting material or in sea ice. thysanoessa raschii, t. macrura, and e. superba have a high ratio of 18:1(n-9)/(n-7) fatty acids, indicating animal carnivory. we conclude that t. inermis and e. crystallorophias are true high polar herbivores. while t. raschii. t. macrura. and e. superba are omnivores with a more boreal distribution. the arctic species thysanoessa longicaudata and meganyctiphanes norvegica are carnivores feeding on calanus, as indicated by high amounts of 20:1(n-9) and 22:1(n-11) fatty acids.",,2000,https://doi.org/10.1139/f00-194,"corrected doi, no information extracted"
closed,Halfter,overwintering,"kane m.k., atkinson a., menden-deuer s.",lowered cameras reveal hidden behaviors of antarctic krill,current biology,"antarctic krill (euphausia superba, hereafter ‘krill’) exemplify the methodological challenges of studying small, mobile, aggregating pelagic organisms.1 krill are a central species in the southern ocean food web, provide important biogeochemical functions and support a valuable commercial fishery.2 most of what we know about krill has been derived from acoustic surveys and net samples, the former being essential for estimating krill biomass and catch limits. however, understanding krill behavior, particularly in the poorly-studied autumn–winter seasons, is key for management and conservation. here, we used seasonal video observations collected with a profiling camera system of krill along the western antarctic peninsula to reveal krill vertical distribution, aggregation density and individual behaviors that have remained hidden from traditional sampling methods.3 kane et al. used a lowered camera system to observe krill behaviors, including novel benthic feeding methods and links between individual behaviors and aggregation densities. © 2021 elsevier inc.",,2021,10.1016/j.cub.2021.01.091,
closed,Halfter,overwintering,"pape, c; teschke, m; meyer, b","melatonin and its possible role in mediating seasonal metabolic changes of antarctic krill, euphausia superba",comparative biochemistry and physiology a-molecular & integrative physiology,"melatonin, the chief secretory product of the vertebrate pineal gland is suspected to be a ubiquitous molecule principally involved in the transduction of photoperiodic information. besides vertebrates, melatonin has been detected throughout phylogeny in numerous non-vertebrate taxa. in the present study, the occurrence of melatonin in antarctic krill euphausia superba and its possible role in mediating seasonal metabolic changes was evaluated. melatonin was quantified by enzyme linked immunosorbent assay (elisa) in high performance liquid chromatography (hplc) purified extracts of eyestalks and hemolymph of krill sampled in the lazarev sea during the antarctic winter and summer. in addition, oxygen uptake rates and the activities of the metabolic enzyme malate dehydrogenase (mdh) were recorded to assess the metabolic status of krill. validation of melatonin measurements was carried out on the basis of three different extraction methods with parallel determination of melatonin by elisa in crude extracts and in hplc purified extracts, and after derivatization of melatonin under alkaline conditions in the presence of hydrogen peroxide. a significantly higher respiration rate and mdh activity was found in summer krill than in winter krill indicating that krill was in a state of reduced metabolic activity during winter. however, neither during winter nor during summer there were detectable melatonin concentrations in the visual system or hemolymph of krill. based on these results, we question a mediating role of melatonin in the control of seasonal metabolic changes in antarctic krill. (c) 2008 elsevier inc. all rights reserved.",apr,2008,10.1016/j.cbpa.2008.02.001,no information extracted
closed,O'Sullivan,overwintering,"mori, m; corney, sp; melbourne-thomas, j; klocker, a; kawaguchi, s; constable, a; sumner, m",modelling dispersal of juvenile krill released from the antarctic ice edge: ecosystem implications of ocean movement,journal of marine systems,"sea ice retreat is a key event affecting southern ocean ecosystems during spring and summer. the impacts of this change can be seen in these ecosystems from primary producers to top predators, through biological, chemical and physical systems. we apply a lagrangian particle tracking method to investigate transport processes from the retreating sea ice edge in the southern ocean during spring and summer. the resulting distribution of surface krill patches is used as a case study for our modelling approach. antarctic krill (euphausia superba), a secondary producer, plays a key role in the southern ocean ecosystems. antarctic krill are highly abundant in the southern ocean with a complex distribution pattern both in the horizontal and vertical dimensions. observations dating back to the 1930s show that juvenile krill often form surface patches - high density clusters of krill at the ocean surface - throughout the southern ocean during the spring and summer seasons. we develop a hypothesis, based on historical observations, that surface krill patches composed of juvenile krill move passively with ocean currents after their release from the sea ice edge zone in spring. applying this hypothesis and method to the southern hemisphere spring/summer, leads to results that indicate that the observed changes in distribution of krill patches from historical to contemporary records could be related to the southward shift of the sea ice edge over the last century.",jan,2019,10.1016/j.jmarsys.2018.09.005,
